NM_000014	A2MG_HUMAN	P01023
NM_001184783	VDAC2_HUMAN	P45880
NM_001184823	VDAC2_HUMAN	P45880
NM_003375	VDAC2_HUMAN	P45880
NM_001025366	VEGFA_HUMAN	P15692
NM_001025367	VEGFA_HUMAN	P15692
NM_001025368	VEGFA_HUMAN	P15692
NM_001025369	VEGFA_HUMAN	P15692
NM_001025370	VEGFA_HUMAN	P15692
NM_001033756	VEGFA_HUMAN	P15692
NM_001171622	VEGFA_HUMAN	P15692
NM_001171623	VEGFA_HUMAN	P15692
NM_001171624	VEGFA_HUMAN	P15692
NM_001171625	VEGFA_HUMAN	P15692
NM_001171626	VEGFA_HUMAN	P15692
NM_001171627	VEGFA_HUMAN	P15692
NM_001171628	VEGFA_HUMAN	P15692
NM_001171629	VEGFA_HUMAN	P15692
NM_001171630	VEGFA_HUMAN	P15692
NM_001204384	VEGFA_HUMAN	P15692
NM_001204385	VEGFA_HUMAN	P15692
NM_001287044	VEGFA_HUMAN	P15692
NM_003376	VEGFA_HUMAN	P15692
NM_001243733	VEGFB_HUMAN	P49765
NM_003377	VEGFB_HUMAN	P49765
NM_003377	Q7LAP4_HUMAN	Q7LAP4
NM_003378	VGF_HUMAN	O15240
NM_001111077	EZRI_HUMAN	P15311
NM_003379	EZRI_HUMAN	P15311
NM_003380	VIME_HUMAN	P08670
NM_003380	V9HWE1_HUMAN	V9HWE1
NM_001304522	VIPR2_HUMAN	P41587
NM_001308259	VIPR2_HUMAN	P41587
NM_003382	VIPR2_HUMAN	P41587
NM_003382	X5D7Q6_HUMAN	X5D7Q6
NM_001018056	VLDLR_HUMAN	P98155
NM_003383	VLDLR_HUMAN	P98155
NM_003384	VRK1_HUMAN	Q99986
NM_003385	VISL1_HUMAN	P62760
NM_003386	A0A087WU49_HUMAN	A0A087WU49
NM_001077269	WIPF1_HUMAN	O43516
NM_003387	WIPF1_HUMAN	O43516
NM_001077269	Q2YDC4_HUMAN	Q2YDC4
NM_003387	Q2YDC4_HUMAN	Q2YDC4
NM_001143976	WEE1_HUMAN	P30291
NM_003390	WEE1_HUMAN	P30291
NM_003390	Q86V29_HUMAN	Q86V29
NM_003391	WNT2_HUMAN	P09544
NM_003392	B3KQX9_HUMAN	B3KQX9
NM_001256105	WNT5A_HUMAN	P41221
NM_003392	WNT5A_HUMAN	P41221
NM_003393	WNT8B_HUMAN	Q93098
NM_003394	WN10B_HUMAN	O00744
NM_003395	D9ZGG3_HUMAN	D9ZGG3
NM_003395	WNT9A_HUMAN	O14904
NM_003396	WNT9B_HUMAN	O14905
NM_003399	XPP2_HUMAN	O43895
NM_003400	B3KWD0_HUMAN	B3KWD0
NM_003400	XPO1_HUMAN	O14980
NM_003403	TYY1_HUMAN	P25490
NM_003405	A0A024R1K7_HUMAN	A0A024R1K7
NM_003405	1433F_HUMAN	Q04917
NM_003405	Q9H4N8_HUMAN	Q9H4N8
NM_003407	M0QY76_HUMAN	M0QY76
NM_003407	TTP_HUMAN	P26651
NM_001282515	ZFP37_HUMAN	Q9Y6Q3
NM_001282518	ZFP37_HUMAN	Q9Y6Q3
NM_003408	ZFP37_HUMAN	Q9Y6Q3
NM_003409	B2R850_HUMAN	B2R850
NM_001143823	ZBT14_HUMAN	O43829
NM_001243702	ZBT14_HUMAN	O43829
NM_001243704	ZBT14_HUMAN	O43829
NM_003409	ZBT14_HUMAN	O43829
NM_001178084	A0A024RC04_HUMAN	A0A024RC04
NM_001178085	A0A024RC04_HUMAN	A0A024RC04
NM_003410	A0A024RC04_HUMAN	A0A024RC04
NM_001178084	ZFX_HUMAN	P17010
NM_001178085	ZFX_HUMAN	P17010
NM_001178086	ZFX_HUMAN	P17010
NM_003410	ZFX_HUMAN	P17010
NM_003410	Q8WXB7_HUMAN	Q8WXB7
NM_001145275	ZFY_HUMAN	P08048
NM_001145276	ZFY_HUMAN	P08048
NM_003411	ZFY_HUMAN	P08048
NM_003412	ZIC1_HUMAN	Q15915
NM_003413	ZIC3_HUMAN	O60481
NM_001265588	ZN267_HUMAN	Q14586
NM_003414	ZN267_HUMAN	Q14586
NM_001282795	ZNF7_HUMAN	P17097
NM_001282796	ZNF7_HUMAN	P17097
NM_001282797	ZNF7_HUMAN	P17097
NM_003416	ZNF7_HUMAN	P17097
NM_003417	ZN264_HUMAN	O43296
NM_001127192	CNBP_HUMAN	P62633
NM_001127193	CNBP_HUMAN	P62633
NM_001127194	CNBP_HUMAN	P62633
NM_001127195	CNBP_HUMAN	P62633
NM_001127196	CNBP_HUMAN	P62633
NM_003418	CNBP_HUMAN	P62633
NM_001242472	ZN345_HUMAN	Q14585
NM_001242474	ZN345_HUMAN	Q14585
NM_001242475	ZN345_HUMAN	Q14585
NM_001242476	ZN345_HUMAN	Q14585
NM_003419	ZN345_HUMAN	Q14585
NM_003420	ZNF35_HUMAN	P13682
NM_001007094	ZN37A_HUMAN	P17032
NM_001178101	ZN37A_HUMAN	P17032
NM_003421	ZN37A_HUMAN	P17032
NM_001256648	ZNF43_HUMAN	P17038
NM_001256649	ZNF43_HUMAN	P17038
NM_001256650	ZNF43_HUMAN	P17038
NM_003423	ZNF43_HUMAN	P17038
NM_003425	ZNF45_HUMAN	Q02386
NM_001256523	ZNF74_HUMAN	Q16587
NM_001256524	ZNF74_HUMAN	Q16587
NM_001256525	ZNF74_HUMAN	Q16587
NM_003426	ZNF74_HUMAN	Q16587
NM_003427	A0A024RCU3_HUMAN	A0A024RCU3
NM_001292032	ZNF76_HUMAN	P36508
NM_003427	ZNF76_HUMAN	P36508
NM_001127372	ZNF84_HUMAN	P51523
NM_001289971	ZNF84_HUMAN	P51523
NM_001289972	ZNF84_HUMAN	P51523
NM_003428	ZNF84_HUMAN	P51523
NM_001256172	ZNF85_HUMAN	Q03923
NM_003429	ZNF85_HUMAN	Q03923
NM_001256171	Q49A12_HUMAN	Q49A12
NM_001256173	Q49A12_HUMAN	Q49A12
NM_003429	Q49A12_HUMAN	Q49A12
NM_001300951	ZNF91_HUMAN	Q05481
NM_003430	ZNF91_HUMAN	Q05481
NM_001243740	ZN124_HUMAN	Q15973
NM_001297568	ZN124_HUMAN	Q15973
NM_001297569	ZN124_HUMAN	Q15973
NM_003431	ZN124_HUMAN	Q15973
NM_003432	A0A024R087_HUMAN	A0A024R087
NM_003433	B3KQ54_HUMAN	B3KQ54
NM_003433	ZN132_HUMAN	P52740
NM_001083330	ZN133_HUMAN	P52736
NM_001282995	ZN133_HUMAN	P52736
NM_001282996	ZN133_HUMAN	P52736
NM_001282997	ZN133_HUMAN	P52736
NM_001282998	ZN133_HUMAN	P52736
NM_001282999	ZN133_HUMAN	P52736
NM_001283000	ZN133_HUMAN	P52736
NM_001283001	ZN133_HUMAN	P52736
NM_001283002	ZN133_HUMAN	P52736
NM_001283003	ZN133_HUMAN	P52736
NM_001283004	ZN133_HUMAN	P52736
NM_001283005	ZN133_HUMAN	P52736
NM_001283006	ZN133_HUMAN	P52736
NM_001283007	ZN133_HUMAN	P52736
NM_001283008	ZN133_HUMAN	P52736
NM_003434	ZN133_HUMAN	P52736
NM_003435	ZN134_HUMAN	P52741
NM_003437	ZN136_HUMAN	P52737
NM_003439	ZKSC1_HUMAN	P17029
NM_001300776	ZN140_HUMAN	P52738
NM_001300777	ZN140_HUMAN	P52738
NM_001300778	ZN140_HUMAN	P52738
NM_003440	ZN140_HUMAN	P52738
NM_003441	ZN141_HUMAN	Q15928
NM_001282656	ZN143_HUMAN	P52747
NM_001282657	ZN143_HUMAN	P52747
NM_003442	ZN143_HUMAN	P52747
NM_001242884	ZBT17_HUMAN	Q13105
NM_001287603	ZBT17_HUMAN	Q13105
NM_003443	ZBT17_HUMAN	Q13105
NM_003446	ZN157_HUMAN	P51786
NM_003447	ZN165_HUMAN	P49910
NM_003447	Q53Z40_HUMAN	Q53Z40
NM_001242783	A0A024RCP3_HUMAN	A0A024RCP3
NM_003449	A0A024RCP3_HUMAN	A0A024RCP3
NM_001242783	TRI26_HUMAN	Q12899
NM_003449	TRI26_HUMAN	Q12899
NM_001032292	ZN174_HUMAN	Q15697
NM_003450	ZN174_HUMAN	Q15697
NM_001172650	ZN177_HUMAN	Q13360
NM_001172651	ZN177_HUMAN	Q13360
NM_001202425	ZN177_HUMAN	Q13360
NM_003451	ZN177_HUMAN	Q13360
NM_001145447	B3KP91_HUMAN	B3KP91
NM_003454	B3KP91_HUMAN	B3KP91
NM_001301779	A0A024R3M3_HUMAN	A0A024R3M3
NM_001301780	A0A024R3M3_HUMAN	A0A024R3M3
NM_003455	A0A024R3M3_HUMAN	A0A024R3M3
NM_001301779	ZN202_HUMAN	O95125
NM_001301780	ZN202_HUMAN	O95125
NM_001301819	ZN202_HUMAN	O95125
NM_003455	ZN202_HUMAN	O95125
NM_001042428	ZN205_HUMAN	O95201
NM_001278158	ZN205_HUMAN	O95201
NM_003456	ZN205_HUMAN	O95201
NM_001032293	ZN207_HUMAN	O43670
NM_001098507	ZN207_HUMAN	O43670
NM_003457	ZN207_HUMAN	O43670
NM_003458	BSN_HUMAN	Q9UPA5
NM_003459	ZNT3_HUMAN	Q99726
NM_001290104	ZP2_HUMAN	Q05996
NM_003460	ZP2_HUMAN	Q05996
NM_001010972	ZYX_HUMAN	Q15942
NM_003461	ZYX_HUMAN	Q15942
NM_001010972	Q96AF9_HUMAN	Q96AF9
NM_003461	Q96AF9_HUMAN	Q96AF9
NM_003462	IDLC_HUMAN	O14645
NM_003463	A0A024R8J2_HUMAN	A0A024R8J2
NM_003463	TP4A1_HUMAN	Q93096
NM_001256125	CHIT1_HUMAN	Q13231
NM_003465	CHIT1_HUMAN	Q13231
NM_003466	R9W7C9_HUMAN	R9W7C9
NM_001008540	CXCR4_HUMAN	P61073
NM_003467	CXCR4_HUMAN	P61073
NM_003468	FZD5_HUMAN	Q13467
NM_003469	SCG2_HUMAN	P13521
NM_003470	Q6U8A4_HUMAN	Q6U8A4
NM_003470	UBP7_HUMAN	Q93009
NM_001134709	DEK_HUMAN	P35659
NM_003472	DEK_HUMAN	P35659
NM_003473	STAM1_HUMAN	Q92783
NM_003475	A0A024RCE4_HUMAN	A0A024RCE4
NM_001143993	RASF7_HUMAN	Q02833
NM_001143994	RASF7_HUMAN	Q02833
NM_003475	RASF7_HUMAN	Q02833
NM_003476	A2TDB8_HUMAN	A2TDB8
NM_003476	CSRP3_HUMAN	P50461
NM_001135024	ODPX_HUMAN	O00330
NM_001166158	ODPX_HUMAN	O00330
NM_003477	ODPX_HUMAN	O00330
NM_003478	CUL5_HUMAN	Q93034
NM_001297709	B3KW70_HUMAN	B3KW70
NM_001297710	B3KW70_HUMAN	B3KW70
NM_001297711	B3KW70_HUMAN	B3KW70
NM_001297712	B3KW70_HUMAN	B3KW70
NM_003480	B3KW70_HUMAN	B3KW70
NM_001297709	MFAP5_HUMAN	Q13361
NM_003480	MFAP5_HUMAN	Q13361
NM_001098536	UBP5_HUMAN	P45974
NM_003481	UBP5_HUMAN	P45974
NM_003482	KMT2D_HUMAN	O14686
NM_003482	Q59FG6_HUMAN	Q59FG6
NM_003482	Q6PIA1_HUMAN	Q6PIA1
NM_003483	HMGA2_HUMAN	P52926
NM_003484	HMGA2_HUMAN	P52926
NM_001177676	OGR1_HUMAN	Q15743
NM_003485	OGR1_HUMAN	Q15743
NM_003486	LAT1_HUMAN	Q01650
NM_001242902	AKAP1_HUMAN	Q92667
NM_001242903	AKAP1_HUMAN	Q92667
NM_003488	AKAP1_HUMAN	Q92667
NM_003489	A8K171_HUMAN	A8K171
NM_003489	NRIP1_HUMAN	P48552
NM_003490	A0A024R1I8_HUMAN	A0A024R1I8
NM_001256119	NAA10_HUMAN	P41227
NM_003491	NAA10_HUMAN	P41227
NM_003492	TM187_HUMAN	Q14656
NM_003493	H31T_HUMAN	Q16695
NM_001130455	DYSF_HUMAN	O75923
NM_001130976	DYSF_HUMAN	O75923
NM_001130977	DYSF_HUMAN	O75923
NM_001130978	DYSF_HUMAN	O75923
NM_001130979	DYSF_HUMAN	O75923
NM_001130980	DYSF_HUMAN	O75923
NM_001130981	DYSF_HUMAN	O75923
NM_001130982	DYSF_HUMAN	O75923
NM_001130983	DYSF_HUMAN	O75923
NM_001130984	DYSF_HUMAN	O75923
NM_001130985	DYSF_HUMAN	O75923
NM_001130986	DYSF_HUMAN	O75923
NM_001130987	DYSF_HUMAN	O75923
NM_003494	DYSF_HUMAN	O75923
NM_001244580	TRRAP_HUMAN	Q9Y4A5
NM_003496	TRRAP_HUMAN	Q9Y4A5
NM_003498	SNN_HUMAN	O75324
NM_003500	ACOX2_HUMAN	Q99424
NM_001101667	ACOX3_HUMAN	O15254
NM_003501	ACOX3_HUMAN	O15254
NM_001134419	CDC7_HUMAN	O00311
NM_001134420	CDC7_HUMAN	O00311
NM_003503	CDC7_HUMAN	O00311
NM_001178010	CDC45_HUMAN	O75419
NM_001178011	CDC45_HUMAN	O75419
NM_003504	CDC45_HUMAN	O75419
NM_003505	FZD1_HUMAN	Q9UP38
NM_001164615	A0A024R9E9_HUMAN	A0A024R9E9
NM_003506	A0A024R9E9_HUMAN	A0A024R9E9
NM_003506	B4E236_HUMAN	B4E236
NM_001164615	FZD6_HUMAN	O60353
NM_001164616	FZD6_HUMAN	O60353
NM_003506	FZD6_HUMAN	O60353
NM_003507	FZD7_HUMAN	O75084
NM_003508	FZD9_HUMAN	O00144
NM_003512	A0A024R017_HUMAN	A0A024R017
NM_003512	H2A1C_HUMAN	Q93077
NM_001040874	H2A2A_HUMAN	Q6FI13
NM_003516	H2A2A_HUMAN	Q6FI13
NM_003517	H2A2C_HUMAN	Q16777
NM_003519	H2B1L_HUMAN	Q99880
NM_003520	A0A024RCJ9_HUMAN	A0A024RCJ9
NM_003520	H2B1N_HUMAN	Q99877
NM_003521	H2B1M_HUMAN	Q99879
NM_003524	H2B1H_HUMAN	Q93079
NM_003518	B2R4S9_HUMAN	B2R4S9
NM_003522	B2R4S9_HUMAN	B2R4S9
NM_003523	B2R4S9_HUMAN	B2R4S9
NM_003525	B2R4S9_HUMAN	B2R4S9
NM_003526	B2R4S9_HUMAN	B2R4S9
NM_003527	H2B1O_HUMAN	P23527
NM_003528	H2B2E_HUMAN	Q16778
NM_003547	H4G_HUMAN	Q99525
NM_001200029	A0A024R2Y7_HUMAN	A0A024R2Y7
NM_003549	A0A024R2Y7_HUMAN	A0A024R2Y7
NM_001200029	HYAL3_HUMAN	O43820
NM_001200030	HYAL3_HUMAN	O43820
NM_001200031	HYAL3_HUMAN	O43820
NM_001200032	HYAL3_HUMAN	O43820
NM_003549	HYAL3_HUMAN	O43820
NM_001013836	MD1L1_HUMAN	Q9Y6D9
NM_001013837	MD1L1_HUMAN	Q9Y6D9
NM_001304523	MD1L1_HUMAN	Q9Y6D9
NM_001304524	MD1L1_HUMAN	Q9Y6D9
NM_003550	MD1L1_HUMAN	Q9Y6D9
NM_003551	NDK5_HUMAN	P56597
NM_003553	OR1E1_HUMAN	P30953
NM_003554	OR1E2_HUMAN	P47887
NM_003555	OR1G1_HUMAN	P47890
NM_001135636	PI51A_HUMAN	Q99755
NM_001135637	PI51A_HUMAN	Q99755
NM_001135638	PI51A_HUMAN	Q99755
NM_003557	PI51A_HUMAN	Q99755
NM_001278253	PI51B_HUMAN	O14986
NM_003558	PI51B_HUMAN	O14986
NM_003558	Q7KYT6_HUMAN	Q7KYT6
NM_003559	PI42B_HUMAN	P78356
NM_001004426	PLPL9_HUMAN	O60733
NM_001199562	PLPL9_HUMAN	O60733
NM_003560	PLPL9_HUMAN	O60733
NM_003561	PA2GX_HUMAN	O15496
NM_003562	M2OM_HUMAN	Q02978
NM_001165417	Q6IBH0_HUMAN	Q6IBH0
NM_001165418	Q6IBH0_HUMAN	Q6IBH0
NM_003562	Q6IBH0_HUMAN	Q6IBH0
NM_001007226	SPOP_HUMAN	O43791
NM_001007227	SPOP_HUMAN	O43791
NM_001007228	SPOP_HUMAN	O43791
NM_001007229	SPOP_HUMAN	O43791
NM_001007230	SPOP_HUMAN	O43791
NM_003563	SPOP_HUMAN	O43791
NM_001277223	TAGL2_HUMAN	P37802
NM_001277224	TAGL2_HUMAN	P37802
NM_003564	TAGL2_HUMAN	P37802
NM_003565	ULK1_HUMAN	O75385
NM_003566	EEA1_HUMAN	Q15075
NM_001261408	BCAR3_HUMAN	O75815
NM_001261409	BCAR3_HUMAN	O75815
NM_001261410	BCAR3_HUMAN	O75815
NM_001308251	BCAR3_HUMAN	O75815
NM_003567	BCAR3_HUMAN	O75815
NM_003568	ANXA9_HUMAN	O76027
NM_003569	STX7_HUMAN	O15400
NM_003571	BFSP2_HUMAN	Q13515
NM_003573	A0A0C4DH07_HUMAN	A0A0C4DH07
NM_001042544	B3KXY6_HUMAN	B3KXY6
NM_001042545	B3KXY6_HUMAN	B3KXY6
NM_003573	B3KXY6_HUMAN	B3KXY6
NM_001042544	LTBP4_HUMAN	Q8N2S1
NM_001042545	LTBP4_HUMAN	Q8N2S1
NM_003573	LTBP4_HUMAN	Q8N2S1
NM_003575	A0A090N8Y3_HUMAN	A0A090N8Y3
NM_001303481	Q86YG2_HUMAN	Q86YG2
NM_003575	Q86YG2_HUMAN	Q86YG2
NM_001303481	ZN282_HUMAN	Q9UDV7
NM_003575	ZN282_HUMAN	Q9UDV7
NM_001032296	STK24_HUMAN	Q9Y6E0
NM_003576	STK24_HUMAN	Q9Y6E0
NM_003577	UTF1_HUMAN	Q5T230
NM_003578	SOAT2_HUMAN	O75908
NM_001142548	RAD54_HUMAN	Q92698
NM_003579	RAD54_HUMAN	Q92698
NM_001144772	FAN_HUMAN	Q92636
NM_003580	FAN_HUMAN	Q92636
NM_001004720	NCK2_HUMAN	O43639
NM_003581	NCK2_HUMAN	O43639
NM_001004023	DYRK3_HUMAN	O43781
NM_003582	DYRK3_HUMAN	O43781
NM_003584	DUS11_HUMAN	O75319
NM_003585	A0A087WZX8_HUMAN	A0A087WZX8
NM_003585	DOC2B_HUMAN	Q14184
NM_001282062	DOC2A_HUMAN	Q14183
NM_001282063	DOC2A_HUMAN	Q14183
NM_001282068	DOC2A_HUMAN	Q14183
NM_003586	DOC2A_HUMAN	Q14183
NM_001164239	DHX16_HUMAN	O60231
NM_003587	DHX16_HUMAN	O60231
NM_003587	Q5SQH4_HUMAN	Q5SQH4
NM_001079872	CUL4B_HUMAN	Q13620
NM_003588	CUL4B_HUMAN	Q13620
NM_001008895	CUL4A_HUMAN	Q13619
NM_001278513	CUL4A_HUMAN	Q13619
NM_003589	CUL4A_HUMAN	Q13619
NM_003590	A0A024R475_HUMAN	A0A024R475
NM_001257197	CUL3_HUMAN	Q13618
NM_001257198	CUL3_HUMAN	Q13618
NM_003590	CUL3_HUMAN	Q13618
NM_001198777	CUL2_HUMAN	Q13617
NM_001198778	CUL2_HUMAN	Q13617
NM_001198779	CUL2_HUMAN	Q13617
NM_003591	CUL2_HUMAN	Q13617
NM_003592	A0A090N7U0_HUMAN	A0A090N7U0
NM_003592	B3KTW0_HUMAN	B3KTW0
NM_003592	CUL1_HUMAN	Q13616
NM_003593	FOXN1_HUMAN	O15353
NM_003594	A0A024R0F1_HUMAN	A0A024R0F1
NM_003594	TTF2_HUMAN	Q9UNY4
NM_001008566	A0A024R1G9_HUMAN	A0A024R1G9
NM_003595	A0A024R1G9_HUMAN	A0A024R1G9
NM_001008566	TPST2_HUMAN	O60704
NM_003595	TPST2_HUMAN	O60704
NM_003596	A0A024RDK9_HUMAN	A0A024RDK9
NM_003596	TPST1_HUMAN	O60507
NM_001177716	KLF11_HUMAN	O14901
NM_001177718	KLF11_HUMAN	O14901
NM_003597	KLF11_HUMAN	O14901
NM_003597	Q53QU8_HUMAN	Q53QU8
NM_001256658	TEAD2_HUMAN	Q15562
NM_001256659	TEAD2_HUMAN	Q15562
NM_001256660	TEAD2_HUMAN	Q15562
NM_001256661	TEAD2_HUMAN	Q15562
NM_001256662	TEAD2_HUMAN	Q15562
NM_003598	TEAD2_HUMAN	Q15562
NM_003599	A0A024RD67_HUMAN	A0A024RD67
NM_003601	SMCA5_HUMAN	O60264
NM_001135211	FKBP6_HUMAN	O75344
NM_001281304	FKBP6_HUMAN	O75344
NM_003602	FKBP6_HUMAN	O75344
NM_003603	B7Z3D7_HUMAN	B7Z3D7
NM_003604	IRS4_HUMAN	O14654
NM_003608	B5B0C2_HUMAN	B5B0C2
NM_003608	PSYR_HUMAN	Q8IYL9
NM_001197323	HIRP3_HUMAN	Q9BW71
NM_003609	HIRP3_HUMAN	Q9BW71
NM_001015885	RAE1L_HUMAN	P78406
NM_003610	RAE1L_HUMAN	P78406
NM_003611	E9KL37_HUMAN	E9KL37
NM_003611	OFD1_HUMAN	O75665
NM_001146029	SEM7A_HUMAN	O75326
NM_001146030	SEM7A_HUMAN	O75326
NM_003612	SEM7A_HUMAN	O75326
NM_003613	CILP1_HUMAN	O75339
NM_003614	GALR3_HUMAN	O60755
NM_001258379	S4A7_HUMAN	Q9Y6M7
NM_001258380	S4A7_HUMAN	Q9Y6M7
NM_003615	S4A7_HUMAN	Q9Y6M7
NM_001009182	GEMI2_HUMAN	O14893
NM_001009183	GEMI2_HUMAN	O14893
NM_003616	GEMI2_HUMAN	O14893
NM_003617	A0A024R8X9_HUMAN	A0A024R8X9
NM_001195303	RGS5_HUMAN	O15539
NM_001254748	RGS5_HUMAN	O15539
NM_001254749	RGS5_HUMAN	O15539
NM_003617	RGS5_HUMAN	O15539
NM_003618	A8K602_HUMAN	A8K602
NM_001270425	B3KMM5_HUMAN	B3KMM5
NM_003618	B3KMM5_HUMAN	B3KMM5
NM_001270425	M4K3_HUMAN	Q8IVH8
NM_003618	M4K3_HUMAN	Q8IVH8
NM_003619	NETR_HUMAN	P56730
NM_003619	Q96I80_HUMAN	Q96I80
NM_003620	PPM1D_HUMAN	O15297
NM_001256568	LIPB2_HUMAN	Q8ND30
NM_003621	LIPB2_HUMAN	Q8ND30
NM_003624	Q53GE1_HUMAN	Q53GE1
NM_001220474	LIPA2_HUMAN	O75334
NM_001220475	LIPA2_HUMAN	O75334
NM_001220476	LIPA2_HUMAN	O75334
NM_001220477	LIPA2_HUMAN	O75334
NM_001220478	LIPA2_HUMAN	O75334
NM_001220479	LIPA2_HUMAN	O75334
NM_001220480	LIPA2_HUMAN	O75334
NM_003625	LIPA2_HUMAN	O75334
NM_003626	B3KVS8_HUMAN	B3KVS8
NM_001198810	A0A024R4Y3_HUMAN	A0A024R4Y3
NM_003627	A0A024R4Y3_HUMAN	A0A024R4Y3
NM_001198810	LAT3_HUMAN	O75387
NM_003627	LAT3_HUMAN	O75387
NM_001005476	PKP4_HUMAN	Q99569
NM_001304969	PKP4_HUMAN	Q99569
NM_001304970	PKP4_HUMAN	Q99569
NM_003628	PKP4_HUMAN	Q99569
NM_001114172	Q8N381_HUMAN	Q8N381
NM_001303429	Q8N381_HUMAN	Q8N381
NM_003629	Q8N381_HUMAN	Q8N381
NM_001114172	P55G_HUMAN	Q92569
NM_001303429	P55G_HUMAN	Q92569
NM_003629	P55G_HUMAN	Q92569
NM_003630	PEX3_HUMAN	P56589
NM_001302777	PARG_HUMAN	Q86W56
NM_001303486	PARG_HUMAN	Q86W56
NM_001303487	PARG_HUMAN	Q86W56
NM_003631	PARG_HUMAN	Q86W56
NM_003632	CNTP1_HUMAN	P78357
NM_001256574	ENC1_HUMAN	O14682
NM_001256575	ENC1_HUMAN	O14682
NM_001256576	ENC1_HUMAN	O14682
NM_003633	ENC1_HUMAN	O14682
NM_001256574	Q53XS2_HUMAN	Q53XS2
NM_001256575	Q53XS2_HUMAN	Q53XS2
NM_001256576	Q53XS2_HUMAN	Q53XS2
NM_003633	Q53XS2_HUMAN	Q53XS2
NM_001202502	NIPS1_HUMAN	Q9BPW8
NM_003634	NIPS1_HUMAN	Q9BPW8
NM_003635	B4E139_HUMAN	B4E139
NM_003635	NDST2_HUMAN	P52849
NM_001199860	A0A024R4E3_HUMAN	A0A024R4E3
NM_001199861	A0A024R4E3_HUMAN	A0A024R4E3
NM_003636	A0A024R4E3_HUMAN	A0A024R4E3
NM_001303040	ITA10_HUMAN	O75578
NM_001303041	ITA10_HUMAN	O75578
NM_003637	ITA10_HUMAN	O75578
NM_001291494	B4DN28_HUMAN	B4DN28
NM_003638	B4DN28_HUMAN	B4DN28
NM_003638	ITA8_HUMAN	P53708
NM_001099856	NEMO_HUMAN	Q9Y6K9
NM_001099857	NEMO_HUMAN	Q9Y6K9
NM_001145255	NEMO_HUMAN	Q9Y6K9
NM_003639	NEMO_HUMAN	Q9Y6K9
NM_003640	ELP1_HUMAN	O95163
NM_003640	Q8N516_HUMAN	Q8N516
NM_003641	A0A024R210_HUMAN	A0A024R210
NM_003641	IFM1_HUMAN	P13164
NM_003642	HAT1_HUMAN	O14929
NM_003643	GCM1_HUMAN	Q9NP62
NM_001159629	S27A2_HUMAN	O14975
NM_003645	S27A2_HUMAN	O14975
NM_003647	A1L4Q0_HUMAN	A1L4Q0
NM_003647	DGKE_HUMAN	P52429
NM_003648	A0A024R495_HUMAN	A0A024R495
NM_003650	CYTF_HUMAN	O76096
NM_003651	A0A024RAQ1_HUMAN	A0A024RAQ1
NM_001145426	YBOX3_HUMAN	P16989
NM_003651	YBOX3_HUMAN	P16989
NM_001014447	CBPZ_HUMAN	Q66K79
NM_001014448	CBPZ_HUMAN	Q66K79
NM_003652	CBPZ_HUMAN	Q66K79
NM_001199125	CSN3_HUMAN	Q9UNS2
NM_003653	CSN3_HUMAN	Q9UNS2
NM_003654	CHST1_HUMAN	O43916
NM_003655	CBX4_HUMAN	O00257
NM_003656	B0YIY3_HUMAN	B0YIY3
NM_003656	KCC1A_HUMAN	Q14012
NM_003657	BCAS1_HUMAN	O75363
NM_003658	BARX2_HUMAN	Q9UMQ3
NM_003659	ADAS_HUMAN	O00116
NM_003660	LIPA3_HUMAN	O75145
NM_001136540	APOL1_HUMAN	O14791
NM_001136541	APOL1_HUMAN	O14791
NM_003661	APOL1_HUMAN	O14791
NM_003661	Q2KHQ6_HUMAN	Q2KHQ6
NM_001018109	A0A024RBX6_HUMAN	A0A024RBX6
NM_003662	A0A024RBX6_HUMAN	A0A024RBX6
NM_001018109	PIR_HUMAN	O00625
NM_003662	PIR_HUMAN	O00625
NM_001008390	CGBP1_HUMAN	Q9UFW8
NM_001195308	CGBP1_HUMAN	Q9UFW8
NM_003663	CGBP1_HUMAN	Q9UFW8
NM_001271769	AP3B1_HUMAN	O00203
NM_003664	AP3B1_HUMAN	O00203
NM_003666	A0A024R921_HUMAN	A0A024R921
NM_003666	GO45_HUMAN	Q9H2G9
NM_003667	A0A0A8K8C7_HUMAN	A0A0A8K8C7
NM_001277226	LGR5_HUMAN	O75473
NM_001277227	LGR5_HUMAN	O75473
NM_003667	LGR5_HUMAN	O75473
NM_003670	BHE40_HUMAN	O14503
NM_003670	Q6IB83_HUMAN	Q6IB83
NM_003672	Q59EF4_HUMAN	Q59EF4
NM_003673	A2TDC0_HUMAN	A2TDC0
NM_003673	TELT_HUMAN	O15273
NM_003675	PRP18_HUMAN	Q99633
NM_003676	A0A024R3P1_HUMAN	A0A024R3P1
NM_003676	DEGS1_HUMAN	O15121
NM_003677	A0A024RBR3_HUMAN	A0A024RBR3
NM_003677	DENR_HUMAN	O43583
NM_001002877	A0A024R1D6_HUMAN	A0A024R1D6
NM_001002878	A0A024R1D6_HUMAN	A0A024R1D6
NM_001002879	A0A024R1D6_HUMAN	A0A024R1D6
NM_003678	A0A024R1D6_HUMAN	A0A024R1D6
NM_001002877	THOC5_HUMAN	Q13769
NM_001002878	THOC5_HUMAN	Q13769
NM_001002879	THOC5_HUMAN	Q13769
NM_003678	THOC5_HUMAN	Q13769
NM_003679	A8K693_HUMAN	A8K693
